location_id,latitude,longitude,timestamp,temperature,rainfall_mm,wind_speed,humidity,visibility_km,traffic_congestion_level,average_speed,traffic_volume,num_recent_accidents,num_recent_incidents,risk_score,risk_category,severity_level
1521,6.868654,81.416248,2025-11-13 08:29:59,26.29,0.0,12.38,88.09,10.0,3,59,1684,0,3,0.2945,safe,2.95
1522,8.25638,80.986156,2025-11-09 17:29:59,31.02,0.0,1.23,83.11,10.0,0,80,517,0,0,0.1578,safe,1.58
1523,8.483009,79.848828,2025-11-10 10:29:59,25.39,0.0,23.5,81.23,10.0,5,45,1374,0,1,0.209,safe,2.09
1524,7.734669,81.295792,2025-11-12 06:29:59,27.67,0.0,5.45,89.81,10.0,3,59,547,1,0,0.15,safe,1.5
1525,6.357995,80.842613,2025-11-12 20:29:59,26.54,0.0,7.9,76.81,10.0,1,73,957,1,1,0.15,safe,1.5
1526,7.560436,81.639374,2025-11-09 15:29:59,24.94,10.9,23.6,75.89,5.43,10,10,684,3,0,0.7,medium,7.0
1527,9.502263,81.807294,2025-11-08 10:29:59,30.67,5.2,2.85,63.17,10.0,6,38,691,0,1,0.261,safe,2.61
1528,6.078977,79.783007,2025-11-10 08:29:59,40.91,0.88,1.61,55.01,10.0,0,80,747,0,1,0.1094,safe,1.09
1529,7.899004,80.214935,2025-11-12 15:29:59,25.72,0.0,3.23,91.01,10.0,2,66,1549,0,0,0.0798,safe,0.8
1530,7.401457,81.783111,2025-11-11 14:29:59,27.72,0.0,1.23,72.35,10.0,6,38,559,0,4,0.2087,safe,2.09
1531,8.036732,81.799277,2025-11-12 09:29:59,23.77,0.0,12.0,76.28,10.0,1,73,330,2,3,0.3,low,3.0
1532,7.93826,80.11026,2025-11-08 00:29:59,25.3,0.0,8.22,69.69,10.0,4,52,55,0,1,0.0259,safe,0.26
1533,8.502947,80.766697,2025-11-09 14:29:59,30.31,0.0,2.96,62.93,10.0,6,38,574,1,2,0.15,safe,1.5
1534,5.993201,81.780629,2025-11-13 22:29:59,29.21,0.0,1.46,59.71,10.0,1,73,421,1,2,0.15,safe,1.5
1535,9.016418,81.069612,2025-11-11 22:29:59,30.85,0.0,9.09,73.35,10.0,1,73,210,0,1,0.104,safe,1.04
1536,8.519115,79.743578,2025-11-08 02:29:59,32.15,0.0,0.52,83.53,10.0,1,73,394,0,0,0.1254,safe,1.25
1537,5.956078,79.667397,2025-11-13 09:29:59,26.48,0.0,26.5,66.08,10.0,6,38,220,0,4,0.2935,safe,2.94
1538,5.990993,81.657075,2025-11-08 12:29:59,22.09,2.77,7.19,64.8,10.0,6,38,100,1,3,0.15,safe,1.5
1539,8.872564,80.945127,2025-11-09 17:29:59,26.06,0.0,8.04,69.73,10.0,4,52,644,1,0,0.15,safe,1.5
1540,9.628394,79.968838,2025-11-13 15:29:59,31.2,14.58,3.76,79.66,4.68,5,45,385,0,0,0.0532,safe,0.53
1541,6.259294,80.367994,2025-11-14 17:29:59,21.19,0.0,1.41,62.36,10.0,2,66,561,0,0,0.1985,safe,1.99
1542,7.953042,79.79442,2025-11-09 19:29:59,24.29,0.0,0.69,70.69,10.0,1,73,2248,0,1,0.1185,safe,1.18
1543,6.428169,80.145727,2025-11-11 00:29:59,28.5,0.0,13.5,68.1,10.0,6,38,16,0,0,0.0912,safe,0.91
1544,7.61927,81.685737,2025-11-11 03:29:59,32.79,0.0,2.3,69.84,10.0,4,52,67,0,2,0.0154,safe,0.15
1545,6.114294,81.832804,2025-11-11 19:29:59,27.3,0.0,10.6,65.36,10.0,0,80,280,1,0,0.15,safe,1.5
1546,7.086615,81.757487,2025-11-14 19:29:59,28.79,9.49,5.12,82.09,10.0,2,66,196,0,2,0.0146,safe,0.15
1547,8.038233,80.169874,2025-11-11 13:29:59,23.53,0.0,0.12,72.15,10.0,1,73,468,0,2,0.2545,safe,2.55
1548,9.431253,80.306849,2025-11-12 19:29:59,29.59,0.0,17.71,74.54,10.0,3,59,750,0,2,0.1749,safe,1.75
1549,7.415146,79.597823,2025-11-14 16:29:59,27.1,0.0,2.19,81.48,10.0,9,17,229,1,1,0.4,low,4.0
1550,6.54453,81.180545,2025-11-11 15:29:59,28.96,0.0,5.9,75.83,10.0,2,66,2136,0,2,0.1472,safe,1.47
1551,8.342085,79.584022,2025-11-12 15:29:59,28.95,0.0,9.08,71.88,10.0,0,80,72,0,1,0.2207,safe,2.21
1552,6.408692,81.687469,2025-11-09 13:29:59,28.46,0.0,8.29,70.19,10.0,1,73,1496,1,0,0.15,safe,1.5
1553,7.984299,81.445494,2025-11-10 06:29:59,32.5,0.0,0.41,65.06,10.0,0,80,29,1,1,0.15,safe,1.5
1554,6.261542,80.772737,2025-11-12 02:29:59,31.87,0.0,1.4,75.2,10.0,3,59,1187,0,1,0.1496,safe,1.5
1555,8.759107,80.295658,2025-11-08 12:29:59,26.57,0.0,6.49,56.12,10.0,1,73,863,0,1,0.1784,safe,1.78
1556,8.172767,80.343301,2025-11-11 04:29:59,31.81,14.82,3.12,74.32,1.91,2,66,1854,0,0,0.2,safe,2.0
1557,6.200314,80.898573,2025-11-12 20:29:59,28.53,0.0,0.65,74.27,10.0,4,52,0,0,3,0.1378,safe,1.38
1558,8.456569,79.724631,2025-11-11 16:29:59,27.88,0.0,17.92,74.78,10.0,5,45,565,0,3,0.1268,safe,1.27
1559,9.27793,81.037807,2025-11-14 19:29:59,24.91,0.0,12.36,88.36,10.0,6,38,73,0,0,0.0099,safe,0.1
1560,9.721885,80.014036,2025-11-08 05:29:59,29.03,0.0,6.14,68.38,10.0,5,45,471,0,0,0.107,safe,1.07
1561,6.613112,81.727634,2025-11-14 06:29:59,27.1,0.0,12.61,95.0,10.0,2,66,571,0,1,0.1898,safe,1.9
1562,8.341796,81.801566,2025-11-10 09:29:59,23.56,0.0,7.9,86.55,10.0,7,31,179,0,1,0.2398,safe,2.4
1563,9.581899,79.844461,2025-11-13 00:29:59,28.81,2.04,27.43,72.05,10.0,2,66,226,0,1,0.087,safe,0.87
1564,6.34628,79.780879,2025-11-13 01:29:59,30.79,0.0,6.12,86.77,10.0,0,80,755,0,1,0.2195,safe,2.19
1565,6.748293,81.666719,2025-11-09 07:29:59,23.33,7.99,0.77,73.49,10.0,3,59,261,1,3,0.15,safe,1.5
1566,6.081662,80.371087,2025-11-12 00:29:59,21.0,0.0,2.88,62.29,10.0,2,66,969,0,1,0.2164,safe,2.16
1567,8.948399,81.273017,2025-11-10 03:29:59,28.73,0.0,2.37,62.62,10.0,6,38,461,0,1,0.1588,safe,1.59
1568,9.280211,80.750363,2025-11-11 13:29:59,28.5,0.0,3.09,71.58,10.0,1,73,416,0,0,0.1691,safe,1.69
1569,6.872505,81.196707,2025-11-13 16:29:59,28.72,0.0,7.36,78.03,10.0,3,59,375,2,1,0.3,low,3.0
1570,6.272783,81.291955,2025-11-09 11:29:59,27.69,0.0,3.88,81.17,10.0,3,59,2363,0,1,0.289,safe,2.89
1571,6.704267,81.589515,2025-11-10 10:29:59,26.39,0.0,3.74,82.23,10.0,3,59,1349,0,2,0.0995,safe,0.99
1572,7.336651,81.026011,2025-11-12 20:29:59,32.66,0.76,4.71,82.73,10.0,3,59,528,0,3,0.0994,safe,0.99
1573,8.148565,81.195345,2025-11-13 14:29:59,23.89,0.0,2.52,81.81,10.0,0,80,83,1,1,0.15,safe,1.5
1574,7.544726,80.951171,2025-11-09 17:29:59,29.96,0.0,0.47,83.79,10.0,2,66,3500,0,1,0.1513,safe,1.51
1575,8.470726,80.91708,2025-11-14 06:29:59,31.94,0.0,17.72,78.01,10.0,2,66,95,1,3,0.15,safe,1.5
1576,9.225389,79.501192,2025-11-08 05:29:59,33.37,0.0,8.13,79.36,10.0,6,38,39,0,1,0.1343,safe,1.34
1577,5.906779,80.393972,2025-11-13 07:29:59,25.45,0.0,10.73,68.59,10.0,3,59,900,3,1,0.45,low,4.5
1578,6.079403,80.095518,2025-11-12 07:29:59,36.5,0.0,10.58,93.14,10.0,4,52,1154,0,3,0.1769,safe,1.77
1579,9.634891,80.671834,2025-11-12 16:29:59,22.75,0.0,5.48,89.21,10.0,3,59,1378,0,2,0.2346,safe,2.35
1580,8.595534,81.582277,2025-11-12 00:29:59,28.35,0.0,6.86,72.56,10.0,0,80,409,0,0,0.2655,safe,2.66
1581,7.065788,79.91774,2025-11-08 13:29:59,31.55,0.0,1.34,69.37,10.0,1,73,179,1,1,0.15,safe,1.5
1582,6.962063,80.557923,2025-11-11 16:29:59,22.16,0.0,3.08,95.0,10.0,3,59,241,0,2,0.1233,safe,1.23
1583,8.035276,80.77552,2025-11-08 00:29:59,28.23,0.92,2.34,75.96,10.0,10,10,148,0,1,0.25,safe,2.5
1584,9.047906,81.049969,2025-11-09 03:29:59,31.26,0.0,4.04,62.77,10.0,6,38,813,1,1,0.15,safe,1.5
1585,5.932248,80.897686,2025-11-13 02:29:59,17.99,0.72,29.67,71.17,10.0,6,38,1364,0,2,0.1916,safe,1.92
1586,8.994884,80.933287,2025-11-09 04:29:59,26.09,0.0,3.22,70.53,10.0,5,45,1491,0,1,0.1395,safe,1.39
1587,8.624111,79.950061,2025-11-12 13:29:59,25.03,1.69,14.4,84.78,10.0,4,52,745,1,2,0.15,safe,1.5
1588,8.362236,79.693097,2025-11-14 03:29:59,26.25,2.84,9.18,95.0,10.0,0,80,1187,0,1,0.1565,safe,1.56
1589,8.03894,81.763717,2025-11-12 11:29:59,20.99,1.19,15.25,92.95,10.0,7,31,651,0,1,0.0319,safe,0.32
1590,9.701028,79.680492,2025-11-10 07:29:59,27.61,17.0,1.11,74.09,7.82,6,38,841,1,0,0.15,safe,1.5
1591,7.155658,80.809563,2025-11-11 17:29:59,26.4,0.0,8.43,81.39,10.0,4,52,1041,0,0,0.2449,safe,2.45
1592,6.74632,79.64896,2025-11-09 17:29:59,21.55,0.0,6.12,78.2,10.0,3,59,509,1,1,0.15,safe,1.5
1593,5.946383,80.882708,2025-11-08 04:29:59,33.11,0.0,3.46,71.86,10.0,2,66,1009,1,1,0.15,safe,1.5
1594,7.53571,81.123877,2025-11-10 09:29:59,31.87,0.0,4.7,64.59,10.0,6,38,684,1,2,0.15,safe,1.5
1595,7.975915,79.560646,2025-11-11 11:29:59,30.48,3.07,3.04,63.18,10.0,0,80,55,0,3,0.2048,safe,2.05
1596,7.990099,80.398919,2025-11-13 21:29:59,30.86,5.71,5.48,75.94,10.0,7,31,12,2,0,0.3,low,3.0
1597,7.978191,80.235655,2025-11-11 18:29:59,28.24,0.0,10.52,84.55,10.0,3,59,396,0,1,0.2943,safe,2.94
1598,7.270929,79.610092,2025-11-08 20:29:59,22.5,0.0,4.88,69.04,10.0,4,52,112,0,1,0.2674,safe,2.67
1599,7.141566,80.796878,2025-11-11 02:29:59,26.61,0.0,0.75,78.43,10.0,5,45,881,0,1,0.0965,safe,0.97
1600,9.007967,80.448889,2025-11-08 05:29:59,19.64,0.0,13.54,74.19,10.0,4,52,40,1,0,0.15,safe,1.5
1601,6.86076,81.815399,2025-11-12 14:29:59,23.11,0.0,12.87,74.8,10.0,2,66,761,1,1,0.15,safe,1.5
1602,8.277447,81.436428,2025-11-12 07:29:59,34.65,5.59,4.33,60.78,10.0,3,59,3,0,2,0.2003,safe,2.0
1603,7.34155,80.189835,2025-11-11 08:29:59,27.66,0.0,2.74,80.78,10.0,6,38,510,0,0,0.2997,safe,3.0
1604,7.097267,79.913923,2025-11-14 15:29:59,25.7,0.0,10.52,50.0,10.0,3,59,563,0,0,0.0221,safe,0.22
1605,9.391882,80.723259,2025-11-14 10:29:59,31.24,9.36,4.5,63.37,10.0,6,38,591,0,0,0.0307,safe,0.31
1606,9.012303,80.764464,2025-11-13 16:29:59,29.06,0.0,12.71,72.81,10.0,1,73,873,1,1,0.15,safe,1.5
1607,6.124855,80.83072,2025-11-10 13:29:59,31.63,0.0,5.79,87.42,10.0,0,80,138,1,1,0.15,safe,1.5
1608,7.984198,81.277063,2025-11-11 23:29:59,24.81,2.98,0.29,82.92,10.0,5,45,229,0,4,0.0207,safe,0.21
1609,8.035623,79.758195,2025-11-09 05:29:59,31.6,0.0,2.49,69.77,10.0,4,52,432,0,1,0.1172,safe,1.17
1610,9.349864,80.255307,2025-11-09 14:29:59,27.68,0.0,6.39,67.44,10.0,4,52,593,0,1,0.1023,safe,1.02
1611,6.414404,81.255912,2025-11-14 07:29:59,29.31,0.32,12.3,83.25,10.0,1,73,906,0,2,0.1293,safe,1.29
1612,9.792354,81.062104,2025-11-12 03:29:59,27.64,0.0,2.82,72.43,10.0,3,59,407,1,3,0.15,safe,1.5
1613,5.959898,79.946462,2025-11-08 08:29:59,31.77,0.0,0.23,69.27,10.0,4,52,1207,0,2,0.257,safe,2.57
1614,8.551581,81.160322,2025-11-11 02:29:59,29.01,0.0,28.78,91.2,10.0,3,59,1501,0,1,0.1538,safe,1.54
1615,6.613668,80.632709,2025-11-12 12:29:59,22.17,0.0,0.42,62.03,10.0,0,80,590,1,0,0.15,safe,1.5
1616,8.599662,81.301136,2025-11-12 06:29:59,32.92,0.0,2.01,73.63,10.0,5,45,573,1,4,0.15,safe,1.5
1617,8.580839,79.996529,2025-11-08 05:29:59,29.04,0.0,15.81,68.11,10.0,4,52,1309,0,1,0.2816,safe,2.82
1618,9.316105,79.931413,2025-11-10 09:29:59,25.18,11.72,2.9,53.49,5.23,1,73,1778,1,1,0.15,safe,1.5
1619,7.800331,79.765661,2025-11-09 03:29:59,20.75,0.0,4.21,68.06,10.0,3,59,956,0,0,0.0695,safe,0.7
1620,7.817721,81.168277,2025-11-09 00:29:59,26.43,0.0,22.35,74.21,10.0,2,66,817,2,1,0.3,low,3.0
1621,6.380019,79.84785,2025-11-11 22:29:59,32.72,2.63,1.85,63.69,10.0,5,45,344,0,2,0.0335,safe,0.34
1622,8.219108,80.526491,2025-11-08 16:29:59,29.53,9.39,4.36,73.56,10.0,4,52,1707,0,1,0.0644,safe,0.64
1623,6.696761,81.722534,2025-11-09 08:29:59,36.61,0.0,0.36,65.69,10.0,5,45,245,0,3,0.1925,safe,1.93
1624,9.012118,81.423257,2025-11-13 15:29:59,28.56,0.0,3.57,74.83,10.0,3,59,1118,2,0,0.3,low,3.0
1625,8.442441,80.911971,2025-11-13 21:29:59,29.87,0.69,2.31,73.38,10.0,2,66,477,0,0,0.0686,safe,0.69
1626,7.918999,79.654645,2025-11-10 03:29:59,24.79,0.0,8.9,76.21,10.0,5,45,1024,2,0,0.3,low,3.0
1627,9.397778,81.681754,2025-11-10 16:29:59,33.25,0.0,6.25,79.06,10.0,7,31,595,1,1,0.15,safe,1.5
1628,8.413452,80.386192,2025-11-12 20:29:59,26.38,0.0,4.09,69.94,10.0,6,38,89,1,3,0.15,safe,1.5
1629,7.47079,81.815777,2025-11-11 02:29:59,28.38,13.4,22.81,75.94,6.99,6,38,78,0,1,0.0315,safe,0.31
1630,8.752582,81.557543,2025-11-11 14:29:59,37.99,0.0,10.94,69.54,10.0,6,38,223,0,1,0.0984,safe,0.98
1631,8.408136,81.655469,2025-11-12 11:29:59,31.89,0.0,19.59,65.37,10.0,1,73,1223,0,0,0.2192,safe,2.19
1632,8.355095,81.598271,2025-11-11 13:29:59,29.37,1.99,2.49,79.91,10.0,6,38,277,1,0,0.15,safe,1.5
1633,9.29939,79.681316,2025-11-10 23:29:59,30.28,0.0,8.29,77.93,10.0,2,66,1723,0,1,0.016,safe,0.16
1634,8.148152,79.874375,2025-11-08 22:29:59,24.52,5.96,3.42,89.01,10.0,1,73,2808,0,2,0.1311,safe,1.31
1635,9.024853,80.031459,2025-11-14 14:29:59,30.58,0.0,46.5,78.94,10.0,2,66,252,0,1,0.2,safe,2.0
1636,7.533033,81.337704,2025-11-12 02:29:59,31.18,0.0,0.62,67.99,10.0,7,31,363,0,2,0.0775,safe,0.78
1637,6.238543,79.527179,2025-11-14 00:29:59,28.11,5.8,5.07,75.61,10.0,0,80,289,0,3,0.1279,safe,1.28
1638,8.358493,81.837899,2025-11-10 23:29:59,29.79,0.0,15.82,69.22,10.0,3,59,1282,2,0,0.3,low,3.0
1639,9.71292,81.341194,2025-11-12 09:29:59,30.1,0.0,6.13,75.25,10.0,0,80,334,1,1,0.15,safe,1.5
1640,6.188798,79.782549,2025-11-08 20:29:59,30.79,0.0,4.55,67.31,10.0,0,80,1104,0,1,0.2271,safe,2.27
1641,7.910671,81.701372,2025-11-09 19:29:59,27.72,0.0,3.83,50.0,10.0,4,52,1567,1,2,0.15,safe,1.5
1642,9.577902,79.953108,2025-11-12 10:29:59,29.69,0.0,8.86,85.73,10.0,8,24,166,0,1,0.25,safe,2.5
1643,8.80202,80.282476,2025-11-12 17:29:59,32.76,0.0,28.8,78.6,10.0,2,66,384,1,1,0.15,safe,1.5
1644,9.557213,80.818124,2025-11-08 20:29:59,28.05,0.0,9.95,75.66,10.0,5,45,558,1,0,0.15,safe,1.5
1645,6.047608,79.659513,2025-11-10 03:29:59,27.77,0.0,2.75,77.97,10.0,0,80,4581,0,4,0.0526,safe,0.53
1646,6.685789,80.272624,2025-11-12 20:29:59,31.08,0.0,7.96,87.66,10.0,3,59,259,1,1,0.15,safe,1.5
1647,7.823537,81.172422,2025-11-10 15:29:59,31.45,0.0,0.06,80.65,10.0,2,66,110,2,2,0.3,low,3.0
1648,7.150998,81.412436,2025-11-09 13:29:59,28.17,0.31,1.0,78.21,10.0,7,31,852,0,1,0.095,safe,0.95
1649,8.504127,80.417114,2025-11-12 18:29:59,26.74,0.0,10.44,72.8,10.0,3,59,642,0,0,0.0232,safe,0.23
1650,9.563774,81.380659,2025-11-14 14:29:59,27.14,0.0,3.87,73.1,10.0,2,66,59,1,1,0.15,safe,1.5
1651,6.494253,81.257195,2025-11-10 17:29:59,27.06,0.0,3.16,91.23,10.0,4,52,868,0,1,0.2004,safe,2.0
1652,7.899544,79.993228,2025-11-12 07:29:59,24.72,0.0,16.36,81.58,10.0,5,45,1136,0,1,0.0593,safe,0.59
1653,7.502476,80.462576,2025-11-12 08:29:59,29.1,0.0,0.79,60.09,10.0,2,66,245,2,0,0.3,low,3.0
1654,9.484521,80.497895,2025-11-10 21:29:59,27.72,0.67,5.96,81.5,10.0,8,24,258,0,2,0.25,safe,2.5
1655,5.986168,81.350071,2025-11-14 04:29:59,24.08,2.97,9.25,81.46,10.0,6,38,1883,1,0,0.15,safe,1.5
1656,7.842801,80.09961,2025-11-12 10:29:59,30.82,0.0,3.87,91.29,10.0,4,52,487,0,0,0.2502,safe,2.5
1657,6.840908,80.7917,2025-11-09 19:29:59,31.81,0.66,3.91,84.41,10.0,4,52,668,1,3,0.15,safe,1.5
1658,6.364892,80.016215,2025-11-13 14:29:59,25.95,0.0,0.45,65.76,10.0,0,80,1596,2,0,0.3,low,3.0
1659,6.209993,80.877085,2025-11-10 18:29:59,25.98,0.0,5.82,75.04,10.0,0,80,175,1,0,0.15,safe,1.5
1660,9.439241,80.187945,2025-11-10 15:29:59,32.03,3.41,9.02,92.45,10.0,4,52,882,1,5,0.15,safe,1.5
1661,9.576327,79.744737,2025-11-14 09:29:59,29.99,2.07,10.72,83.66,10.0,4,52,784,2,1,0.3,low,3.0
1662,6.973436,79.555374,2025-11-10 16:29:59,25.23,0.83,2.31,63.01,10.0,8,24,1388,0,1,0.25,safe,2.5
1663,6.481386,80.645591,2025-11-09 21:29:59,21.02,4.79,16.51,81.05,10.0,4,52,1244,0,1,0.1509,safe,1.51
1664,8.696388,81.478582,2025-11-07 23:29:59,25.26,0.0,0.43,79.56,10.0,7,31,2073,0,0,0.1013,safe,1.01
1665,7.808985,81.55968,2025-11-09 05:29:59,26.14,0.0,0.1,57.69,10.0,1,73,18,0,1,0.2106,safe,2.11
1666,7.514989,80.006416,2025-11-09 13:29:59,28.82,0.0,9.55,90.24,10.0,7,31,984,0,2,0.0692,safe,0.69
1667,6.806173,81.024295,2025-11-12 15:29:59,29.16,0.0,4.59,58.87,10.0,0,80,105,0,0,0.0215,safe,0.22
1668,8.776027,80.346328,2025-11-14 03:29:59,24.98,1.11,3.08,69.9,10.0,9,17,1359,1,0,0.4,low,4.0
1669,6.468051,79.671112,2025-11-10 15:29:59,26.51,0.0,4.46,76.21,10.0,1,73,288,1,3,0.15,safe,1.5
1670,8.126869,79.848808,2025-11-08 23:29:59,36.54,3.41,1.71,77.66,10.0,3,59,579,0,1,0.1465,safe,1.46
1671,8.986617,81.017799,2025-11-08 22:29:59,33.67,1.19,4.84,57.57,10.0,0,80,3539,1,1,0.15,safe,1.5
1672,6.039916,81.161005,2025-11-12 01:29:59,28.02,0.0,13.46,66.79,10.0,0,80,2099,2,2,0.3,low,3.0
1673,8.067589,80.345944,2025-11-13 23:29:59,19.87,0.0,8.33,67.33,10.0,9,17,669,0,1,0.25,safe,2.5
1674,6.716493,80.219068,2025-11-11 09:29:59,31.92,0.0,0.49,65.28,10.0,4,52,201,0,2,0.2467,safe,2.47
1675,7.004811,79.564172,2025-11-08 01:29:59,22.38,7.22,4.75,60.34,10.0,2,66,828,0,0,0.028,safe,0.28
1676,6.404987,81.861808,2025-11-11 08:29:59,26.33,2.86,11.91,77.66,10.0,1,73,573,0,2,0.3,safe,3.0
1677,6.696165,79.76953,2025-11-11 05:29:59,29.61,2.91,7.98,72.69,10.0,5,45,482,2,1,0.3,low,3.0
1678,7.788295,80.533219,2025-11-10 17:29:59,23.9,0.0,6.83,84.29,10.0,4,52,1092,1,2,0.15,safe,1.5
1679,9.642172,81.052777,2025-11-14 07:29:59,27.27,0.0,0.47,95.0,10.0,3,59,92,2,2,0.3,low,3.0
1680,8.617241,81.318482,2025-11-09 02:29:59,35.13,11.2,3.2,84.83,5.77,5,45,136,0,1,0.1591,safe,1.59
1681,8.344832,80.408139,2025-11-09 23:29:59,29.03,0.0,4.78,75.71,10.0,2,66,22,1,0,0.15,safe,1.5
1682,7.76647,81.340365,2025-11-09 04:29:59,27.04,0.0,4.52,95.0,10.0,7,31,1069,3,0,0.45,low,4.5
1683,7.637941,81.811716,2025-11-09 08:29:59,30.0,0.0,5.08,79.29,10.0,1,73,2028,0,1,0.0744,safe,0.74
1684,8.487615,81.335269,2025-11-11 16:29:59,30.6,0.0,29.17,77.46,10.0,8,24,861,0,1,0.25,safe,2.5
1685,6.146858,81.525817,2025-11-13 03:29:59,31.6,0.0,2.52,59.84,10.0,1,73,2312,0,1,0.2551,safe,2.55
1686,7.612666,79.838063,2025-11-13 20:29:59,29.28,0.0,70.67,67.84,10.0,2,66,52,0,2,0.2,safe,2.0
1687,9.035336,80.760409,2025-11-13 22:29:59,27.3,0.0,14.07,79.16,10.0,8,24,390,0,0,0.25,safe,2.5
1688,6.264329,80.010925,2025-11-14 07:29:59,27.28,0.0,4.79,72.03,10.0,3,59,327,0,4,0.2832,safe,2.83
1689,7.466421,80.974754,2025-11-10 05:29:59,27.34,1.12,18.74,71.77,10.0,1,73,153,0,0,0.1616,safe,1.62
1690,6.509896,80.608815,2025-11-14 02:29:59,37.89,0.0,14.02,95.0,10.0,0,80,2068,0,1,0.294,safe,2.94
1691,7.331375,81.485536,2025-11-11 07:29:59,22.64,0.0,0.81,66.28,10.0,0,80,1928,1,0,0.15,safe,1.5
1692,6.008107,80.505043,2025-11-14 05:29:59,25.62,0.0,4.21,66.28,10.0,1,73,11,1,1,0.15,safe,1.5
1693,6.455701,81.332867,2025-11-14 06:29:59,25.98,12.98,0.49,68.45,7.25,0,80,585,1,1,0.15,safe,1.5
1694,8.381755,80.968212,2025-11-09 17:29:59,31.68,12.1,7.7,73.72,7.66,1,73,896,0,0,0.2647,safe,2.65
1695,9.671368,80.54775,2025-11-08 23:29:59,30.48,0.0,4.33,53.79,10.0,0,80,2329,0,2,0.0778,safe,0.78
1696,9.504585,81.433865,2025-11-07 23:29:59,26.85,0.0,9.75,65.73,10.0,7,31,1380,0,2,0.2993,safe,2.99
1697,5.93208,80.820328,2025-11-14 01:29:59,27.69,1.22,0.86,75.38,10.0,5,45,538,1,1,0.15,safe,1.5
1698,8.54584,80.922509,2025-11-09 10:29:59,25.93,0.0,2.1,72.77,10.0,0,80,254,1,0,0.15,safe,1.5
1699,8.269102,79.751963,2025-11-14 03:29:59,30.1,0.0,18.06,76.73,10.0,3,59,1197,0,1,0.1998,safe,2.0
1700,7.413383,80.946624,2025-11-10 22:29:59,30.07,0.0,4.79,68.26,10.0,3,59,638,1,1,0.15,safe,1.5
1701,8.16925,81.734497,2025-11-09 18:29:59,25.16,0.0,1.82,76.76,10.0,6,38,190,0,0,0.235,safe,2.35
1702,9.14087,80.37849,2025-11-08 17:29:59,25.91,0.0,0.57,69.56,10.0,6,38,532,3,2,0.45,low,4.5
1703,6.433681,80.028096,2025-11-14 14:29:59,33.81,0.59,3.69,92.45,10.0,1,73,221,1,0,0.15,safe,1.5
1704,7.592277,80.195086,2025-11-14 07:29:59,23.05,0.0,7.23,73.27,10.0,1,73,126,0,1,0.2714,safe,2.71
1705,7.385656,79.841531,2025-11-08 03:29:59,30.85,0.36,6.46,83.96,10.0,2,66,1563,0,0,0.0011,safe,0.01
1706,9.476757,80.242779,2025-11-12 06:29:59,16.87,0.0,12.11,58.11,10.0,7,31,325,0,0,0.2747,safe,2.75
1707,8.363701,80.746425,2025-11-10 00:29:59,22.43,0.0,17.01,71.16,10.0,2,66,38,2,1,0.3,low,3.0
1708,9.307785,79.754189,2025-11-10 20:29:59,29.76,4.83,4.25,84.21,10.0,2,66,142,1,0,0.15,safe,1.5
1709,6.91194,79.956551,2025-11-11 14:29:59,21.17,0.0,11.34,69.68,10.0,3,59,58,0,0,0.2747,safe,2.75
1710,9.119641,80.223941,2025-11-12 19:29:59,30.28,0.0,4.06,66.15,10.0,7,31,177,1,2,0.15,safe,1.5
1711,9.75471,80.493172,2025-11-08 02:29:59,26.3,0.0,0.79,68.36,10.0,3,59,1862,2,1,0.3,low,3.0
1712,9.68257,81.804977,2025-11-09 22:29:59,28.17,0.0,5.02,95.0,10.0,5,45,2147,0,1,0.0424,safe,0.42
1713,8.648052,80.134602,2025-11-11 04:29:59,35.69,0.0,1.12,79.13,10.0,2,66,240,0,0,0.2424,safe,2.42
1714,7.984903,79.987172,2025-11-11 16:29:59,22.36,0.0,3.5,64.49,10.0,1,73,149,0,0,0.008,safe,0.08
1715,8.885088,80.396471,2025-11-09 00:29:59,15.64,0.53,1.05,77.54,10.0,4,52,910,1,2,0.15,safe,1.5
1716,7.123692,81.050469,2025-11-13 12:29:59,22.55,2.24,3.46,67.28,10.0,0,80,626,0,0,0.1382,safe,1.38
1717,5.970053,80.783532,2025-11-12 22:29:59,30.5,0.0,1.16,79.16,10.0,1,73,391,0,0,0.2037,safe,2.04
1718,7.519991,80.178987,2025-11-14 15:29:59,31.91,0.0,8.34,81.04,10.0,2,66,62,1,0,0.15,safe,1.5
1719,7.347702,81.533342,2025-11-08 00:29:59,24.52,0.0,4.55,75.28,10.0,1,73,107,0,1,0.0101,safe,0.1
1720,7.31916,80.68934,2025-11-13 17:29:59,26.21,0.0,20.22,73.65,10.0,1,73,521,0,3,0.0924,safe,0.92
1721,9.047684,80.944612,2025-11-10 13:29:59,28.07,6.79,3.24,69.75,10.0,1,73,2020,0,2,0.1389,safe,1.39
1722,9.085002,80.133733,2025-11-08 05:29:59,23.34,0.0,2.09,60.31,10.0,1,73,642,0,0,0.1262,safe,1.26
1723,9.245334,81.226816,2025-11-11 02:29:59,35.88,0.0,11.48,90.88,10.0,8,24,548,1,5,0.4,low,4.0
1724,7.037758,79.781367,2025-11-09 07:29:59,33.28,0.0,0.74,71.89,10.0,5,45,1834,0,3,0.1219,safe,1.22
1725,5.915959,81.30005,2025-11-11 11:29:59,22.0,1.33,0.56,76.3,10.0,4,52,55,0,1,0.2502,safe,2.5
