event_id,latitude,longitude,timestamp,event_type,severity,duration_hours,affected_radius_km,casualties,weather_condition,traffic_level,day_of_week,hour_of_day,resolved
1941,6.935353,79.969909,2023-11-21 10:00:00,flooding,10,3.12,2.0,0,rain,2,1,10,True
1942,6.889252,79.827271,2023-07-08 14:00:00,accident,5,1.0,4.88,0,fog,3,5,14,True
1943,9.084278,81.500282,2024-05-22 12:00:00,landslide,1,2.66,8.16,0,clear,9,2,12,True
1944,7.954141,81.571668,2023-10-27 17:00:00,flooding,3,1.23,1.59,0,rain,3,4,17,True
1945,6.977001,79.991107,2023-10-06 21:00:00,accident,6,9.86,0.16,0,heavy_rain,5,4,21,True
1946,6.313459,81.140124,2023-01-22 10:00:00,accident,1,0.44,1.28,0,clear,4,6,10,True
1947,6.886897,79.881495,2023-12-26 14:00:00,weather,3,1.87,11.5,0,rain,5,1,14,True
1948,6.928705,79.816033,2024-11-04 14:00:00,protest,2,2.55,0.06,0,heavy_rain,2,0,14,True
1949,7.426367,81.715685,2024-04-25 15:00:00,traffic_jam,4,19.76,5.82,0,storm,9,3,15,True
1950,6.811422,79.956973,2024-04-14 22:00:00,traffic_jam,1,1.46,1.16,0,heavy_rain,6,6,22,True
1951,6.862921,79.959177,2024-07-29 22:00:00,weather,2,0.72,0.44,0,rain,1,0,22,False
1952,6.986051,79.982653,2023-05-20 21:00:00,weather,3,0.84,1.17,0,heavy_rain,6,5,21,True
1953,6.898933,79.9826,2023-01-06 17:00:00,accident,2,2.63,2.42,0,clear,7,4,17,False
1954,6.991162,79.923338,2024-02-03 04:00:00,flooding,3,3.33,2.73,0,storm,3,5,4,True
1955,7.510913,80.499856,2023-11-27 21:00:00,weather,7,1.57,1.32,0,heavy_rain,9,0,21,True
1956,6.812434,79.939566,2023-07-08 16:00:00,accident,1,1.04,3.06,0,rain,2,5,16,True
1957,6.907916,79.822154,2024-05-28 13:00:00,traffic_jam,2,5.18,0.1,0,rain,3,1,13,True
1958,6.868479,79.804389,2024-08-26 08:00:00,flooding,10,7.36,0.63,0,heavy_rain,10,0,8,True
1959,6.807029,81.764858,2023-10-22 03:00:00,traffic_jam,7,8.12,0.76,0,clear,7,6,3,True
1960,6.842477,79.834184,2024-10-31 18:00:00,traffic_jam,3,5.53,3.53,0,clear,5,3,18,True
1961,6.809908,79.834554,2023-08-29 03:00:00,accident,2,4.64,0.12,0,rain,1,1,3,True
1962,6.98993,79.884181,2024-08-22 18:00:00,landslide,4,1.5,1.81,0,heavy_rain,1,3,18,True
1963,6.902781,79.989232,2023-11-09 09:00:00,accident,1,1.73,5.02,0,storm,2,3,9,True
1964,8.959654,80.96617,2024-10-03 06:00:00,traffic_jam,6,8.97,6.43,0,clear,4,3,6,True
1965,6.924086,79.960708,2024-01-24 06:00:00,weather,6,0.76,12.99,0,heavy_rain,1,2,6,True
1966,6.967984,79.949994,2023-04-21 12:00:00,weather,5,1.06,1.7,0,rain,5,4,12,True
1967,6.818785,79.883671,2024-11-06 15:00:00,weather,2,1.21,1.09,0,rain,9,2,15,True
1968,9.474533,80.896465,2024-05-06 17:00:00,accident,4,8.17,2.43,0,heavy_rain,1,0,17,True
1969,6.803411,79.824938,2023-06-29 12:00:00,weather,1,2.36,10.67,0,storm,9,3,12,True
1970,8.795828,80.34654,2024-06-07 14:00:00,traffic_jam,1,7.92,1.74,0,storm,3,4,14,True
1971,6.713917,79.509629,2023-05-28 22:00:00,accident,10,0.34,3.55,0,clear,9,6,22,True
1972,6.891382,79.965596,2024-03-03 19:00:00,traffic_jam,10,13.26,5.92,0,rain,3,6,19,False
1973,6.967116,79.83644,2024-04-14 09:00:00,traffic_jam,1,0.91,1.09,0,clear,6,6,9,True
1974,6.905708,79.895086,2023-05-11 20:00:00,weather,1,6.38,1.22,0,heavy_rain,9,3,20,True
1975,6.570595,81.261991,2023-05-31 16:00:00,protest,3,3.77,0.59,0,rain,9,2,16,True
1976,6.911029,79.906143,2023-07-15 13:00:00,accident,6,4.95,2.96,3,storm,3,5,13,True
1977,6.924771,79.970104,2023-11-28 14:00:00,accident,6,6.6,1.03,1,rain,5,1,14,True
1978,6.897069,79.993902,2024-06-17 14:00:00,accident,3,5.84,3.24,0,clear,2,0,14,True
1979,6.882715,79.974344,2024-02-16 11:00:00,accident,1,1.78,2.68,0,fog,2,4,11,True
1980,8.069105,80.68776,2023-08-09 14:00:00,traffic_jam,6,3.68,5.37,0,rain,7,2,14,True
1981,6.965711,79.908311,2023-05-14 20:00:00,weather,1,1.35,0.01,0,rain,1,6,20,True
1982,7.951109,80.443797,2024-06-03 09:00:00,flooding,1,14.78,2.9,0,heavy_rain,5,0,9,True
1983,6.906991,79.977789,2024-02-24 16:00:00,weather,2,1.8,2.6,0,heavy_rain,7,5,16,True
1984,6.854075,79.838078,2024-10-12 15:00:00,landslide,1,8.19,2.77,0,clear,5,5,15,True
1985,6.906048,79.803348,2024-08-13 00:00:00,weather,5,4.11,3.36,0,storm,1,1,0,True
1986,7.435415,80.628644,2023-10-31 19:00:00,weather,1,8.72,2.42,0,rain,1,1,19,True
1987,6.895515,79.849708,2024-01-31 04:00:00,traffic_jam,3,2.97,0.24,0,rain,4,2,4,True
1988,9.702711,81.018543,2023-09-06 10:00:00,weather,3,3.16,0.94,0,heavy_rain,1,2,10,True
1989,6.957545,79.821876,2024-09-09 11:00:00,flooding,3,0.9,6.89,0,heavy_rain,7,0,11,True
1990,9.572728,80.634962,2023-09-26 16:00:00,traffic_jam,1,17.98,9.66,0,clear,9,1,16,False
1991,8.784071,81.654316,2024-11-08 17:00:00,traffic_jam,2,4.62,2.05,0,rain,1,4,17,True
1992,6.860084,79.985971,2024-10-26 19:00:00,traffic_jam,1,3.69,1.68,0,clear,3,5,19,True
1993,6.895278,79.92718,2023-01-26 11:00:00,accident,1,1.88,0.74,0,rain,1,3,11,False
1994,7.642564,80.02944,2023-07-20 07:00:00,accident,3,8.15,5.04,0,clear,3,3,7,True
1995,9.556997,81.722604,2024-09-26 22:00:00,weather,10,1.68,2.21,0,rain,9,3,22,True
1996,6.899015,79.801771,2024-11-24 18:00:00,flooding,10,1.98,1.39,0,storm,5,6,18,True
1997,6.927017,79.978456,2023-06-07 04:00:00,flooding,3,2.42,1.22,0,heavy_rain,1,2,4,True
1998,7.154442,81.091014,2023-02-08 16:00:00,accident,10,0.25,0.15,2,rain,7,2,16,True
1999,6.016308,80.356778,2023-01-23 00:00:00,weather,1,5.69,3.17,0,heavy_rain,10,0,0,True
2000,6.914346,79.991805,2024-05-16 13:00:00,accident,5,5.86,4.65,0,rain,5,3,13,True
2001,6.831519,79.903405,2024-11-06 19:00:00,traffic_jam,3,2.15,2.66,0,clear,8,2,19,True
2002,7.923165,79.563538,2024-08-22 19:00:00,traffic_jam,3,0.15,3.5,0,clear,7,3,19,True
2003,8.822195,81.77705,2024-02-23 03:00:00,accident,1,3.25,7.43,0,clear,10,4,3,True
2004,6.524176,80.831617,2023-11-08 17:00:00,accident,1,1.72,5.5,0,clear,10,2,17,False
2005,8.366806,80.855255,2024-01-13 14:00:00,weather,3,0.56,2.21,0,rain,9,5,14,True
2006,6.888707,80.163328,2023-05-18 23:00:00,accident,2,2.22,1.94,0,rain,4,3,23,True
2007,6.974509,79.83962,2024-07-02 12:00:00,accident,1,12.91,4.5,0,heavy_rain,8,1,12,True
2008,6.830459,79.859041,2023-02-10 14:00:00,accident,4,0.5,2.58,0,clear,4,4,14,True
2009,9.047514,80.341439,2023-01-19 07:00:00,flooding,1,2.13,10.09,0,rain,3,3,7,True
2010,8.213914,81.625902,2024-09-24 17:00:00,flooding,2,1.32,1.82,0,rain,1,1,17,True
2011,6.701127,81.156812,2024-06-30 10:00:00,weather,3,3.38,0.5,0,rain,3,6,10,True
2012,6.964329,79.991424,2024-11-21 22:00:00,weather,3,2.3,3.07,0,heavy_rain,7,3,22,True
2013,6.953015,79.910693,2024-04-19 19:00:00,flooding,4,1.65,1.1,0,heavy_rain,1,4,19,True
2014,6.945492,79.883885,2024-08-19 20:00:00,flooding,2,4.05,2.43,0,heavy_rain,8,0,20,True
2015,8.516507,80.351031,2023-12-26 18:00:00,traffic_jam,5,12.7,0.63,0,clear,7,1,18,False
2016,6.981128,79.959929,2024-10-03 19:00:00,accident,3,5.02,3.92,0,heavy_rain,3,3,19,True
2017,9.123207,80.203315,2023-01-27 07:00:00,accident,8,0.1,0.25,4,storm,8,4,7,False
2018,9.220042,79.693002,2023-08-11 15:00:00,traffic_jam,10,11.57,0.15,0,rain,1,4,15,False
2019,9.501635,81.251512,2023-08-23 14:00:00,landslide,3,1.62,1.43,0,storm,10,2,14,True
2020,9.389995,81.7983,2023-01-24 10:00:00,accident,3,4.88,3.02,0,clear,3,1,10,True
2021,9.593963,80.459199,2024-10-25 19:00:00,weather,2,1.08,0.36,0,heavy_rain,9,4,19,True
2022,6.950888,79.901269,2024-01-08 19:00:00,traffic_jam,3,3.46,1.52,0,clear,9,0,19,True
2023,6.882906,79.931424,2024-07-17 21:00:00,weather,9,9.0,0.03,0,heavy_rain,3,2,21,True
2024,7.747482,80.561365,2023-11-07 15:00:00,accident,3,1.59,3.51,0,heavy_rain,6,1,15,True
2025,7.726549,79.92322,2023-11-16 17:00:00,weather,4,1.06,3.38,0,rain,6,3,17,True
2026,6.946777,79.923102,2023-12-26 18:00:00,accident,2,1.12,7.21,0,rain,7,1,18,True
2027,9.028827,79.83455,2023-09-07 18:00:00,accident,7,0.52,2.75,0,heavy_rain,9,3,18,True
2028,8.40514,80.161206,2024-05-08 06:00:00,accident,8,2.61,8.45,9,rain,8,2,6,True
2029,6.920242,79.938591,2024-11-07 07:00:00,traffic_jam,9,1.38,6.37,0,heavy_rain,7,3,7,True
2030,6.889943,79.929643,2023-12-30 10:00:00,weather,2,0.12,5.53,0,heavy_rain,3,5,10,True
2031,6.820634,79.923141,2023-08-29 21:00:00,weather,2,0.87,2.57,0,heavy_rain,3,1,21,True
2032,6.950991,79.927309,2024-05-17 18:00:00,weather,8,0.26,3.8,0,rain,1,4,18,True
2033,9.524009,79.696117,2023-10-26 19:00:00,accident,2,4.76,2.34,0,heavy_rain,9,3,19,True
2034,6.964257,79.947244,2024-03-13 19:00:00,traffic_jam,2,0.31,0.62,0,clear,5,2,19,True
2035,6.604549,80.761159,2023-04-09 20:00:00,accident,1,5.9,3.73,0,clear,8,6,20,True
2036,7.70886,81.309644,2023-11-12 17:00:00,weather,2,2.55,3.89,0,rain,9,6,17,True
2037,6.811649,79.82194,2024-10-08 13:00:00,traffic_jam,2,2.46,5.61,0,heavy_rain,10,1,13,True
2038,9.536615,79.717524,2023-12-10 01:00:00,weather,3,0.56,7.76,0,rain,10,6,1,False
2039,6.04764,81.842177,2024-05-31 12:00:00,weather,1,2.78,4.31,0,heavy_rain,5,4,12,True
2040,7.64648,80.674793,2023-07-24 16:00:00,weather,3,1.32,5.97,0,heavy_rain,9,0,16,True
2041,9.726826,81.386666,2024-07-21 10:00:00,road_closure,2,13.02,7.53,0,rain,4,6,10,True
2042,6.806325,79.82932,2023-04-24 07:00:00,accident,2,4.79,5.85,0,rain,6,0,7,True
2043,6.862448,79.954347,2023-08-07 10:00:00,weather,3,0.46,2.27,0,heavy_rain,7,0,10,True
2044,8.88898,81.567863,2023-01-24 16:00:00,accident,7,0.75,4.69,2,clear,1,1,16,True
2045,6.595677,79.560496,2023-05-03 13:00:00,landslide,1,4.03,4.79,0,clear,9,2,13,True
2046,9.654814,81.527103,2024-11-11 10:00:00,accident,1,10.54,4.88,0,clear,4,0,10,True
2047,6.857831,79.918406,2024-05-14 14:00:00,weather,2,8.41,2.03,0,heavy_rain,3,1,14,False
2048,6.817479,79.880811,2023-09-14 13:00:00,weather,2,2.19,0.08,0,heavy_rain,9,3,13,True
2049,7.574646,80.418374,2023-07-22 10:00:00,accident,4,3.74,4.82,0,clear,9,5,10,True
2050,6.924504,79.936865,2024-08-09 17:00:00,accident,2,2.57,0.08,0,clear,7,4,17,True
2051,6.890095,79.875137,2024-09-23 16:00:00,weather,10,3.49,0.92,0,storm,2,0,16,True
2052,7.566681,79.61931,2024-10-13 12:00:00,accident,5,0.24,0.24,0,clear,1,6,12,True
2053,9.244371,81.782094,2023-01-19 14:00:00,traffic_jam,1,0.16,1.51,0,clear,3,3,14,True
2054,8.870135,81.535806,2024-04-03 14:00:00,traffic_jam,1,9.29,0.05,0,rain,5,2,14,True
2055,7.829934,81.64189,2024-01-19 15:00:00,weather,3,2.18,1.34,0,heavy_rain,1,4,15,True
2056,6.925891,79.923001,2023-02-27 07:00:00,weather,10,0.0,1.54,0,heavy_rain,3,0,7,True
2057,6.906287,79.814303,2023-12-30 00:00:00,weather,2,5.91,2.89,0,rain,1,5,0,True
2058,9.635549,80.121823,2023-11-11 17:00:00,flooding,2,3.07,3.62,0,rain,1,5,17,False
2059,6.910132,79.843913,2024-02-15 18:00:00,accident,2,5.22,4.72,0,clear,3,3,18,True
2060,6.832772,79.853018,2023-07-14 08:00:00,accident,4,4.86,0.07,0,clear,3,4,8,False
2061,6.991752,79.825366,2024-03-29 18:00:00,road_closure,2,2.64,0.86,0,clear,1,4,18,True
2062,6.891142,79.83292,2024-02-27 06:00:00,weather,1,10.64,1.99,0,heavy_rain,1,1,6,True
2063,9.700169,81.197528,2024-01-02 21:00:00,traffic_jam,7,1.8,1.07,0,heavy_rain,4,1,21,False
2064,6.949243,79.846999,2023-06-26 16:00:00,accident,2,0.63,2.37,0,rain,1,0,16,False
2065,6.932001,79.855386,2023-12-18 07:00:00,weather,7,2.89,1.96,0,rain,4,0,7,True
2066,6.80901,79.891839,2024-03-21 07:00:00,accident,2,0.18,3.85,0,clear,4,3,7,True
2067,6.815584,79.825955,2023-11-08 22:00:00,accident,3,3.46,0.02,0,clear,7,2,22,True
2068,6.826447,79.99776,2023-01-25 09:00:00,weather,4,0.22,0.98,0,heavy_rain,7,2,9,True
2069,6.927365,79.828381,2023-05-07 19:00:00,accident,3,7.37,2.6,0,clear,1,6,19,True
2070,6.814264,79.894481,2023-01-16 22:00:00,weather,3,0.75,0.51,0,rain,7,0,22,True
2071,6.998993,79.931751,2023-10-23 22:00:00,weather,3,2.95,0.06,0,rain,2,0,22,True
2072,9.31518,80.751325,2023-10-30 17:00:00,traffic_jam,1,9.17,0.01,0,clear,2,0,17,True
2073,6.841487,79.980015,2023-05-25 17:00:00,road_closure,7,2.42,15.0,0,fog,5,3,17,True
2074,6.804337,79.829332,2023-12-16 10:00:00,landslide,1,8.8,2.7,0,rain,4,5,10,False
2075,6.917061,79.932177,2023-06-04 17:00:00,traffic_jam,3,0.18,0.3,0,heavy_rain,8,6,17,True
2076,6.853194,79.98616,2023-05-03 01:00:00,weather,5,2.27,4.31,0,rain,8,2,1,True
2077,7.169423,80.130422,2023-10-08 14:00:00,weather,2,7.93,0.74,0,heavy_rain,5,6,14,True
2078,8.9702,79.859988,2024-05-03 14:00:00,weather,3,2.53,4.73,0,storm,5,4,14,True
2079,6.953299,79.985371,2023-01-07 23:00:00,accident,5,0.95,1.28,0,rain,5,5,23,True
2080,6.916486,79.877556,2024-07-31 13:00:00,traffic_jam,5,9.57,0.03,0,fog,6,2,13,True
2081,6.863264,79.844728,2023-07-16 07:00:00,weather,2,3.5,0.26,0,rain,4,6,7,True
2082,6.836093,79.943753,2023-06-04 17:00:00,accident,2,7.8,1.8,0,heavy_rain,10,6,17,True
2083,9.317335,81.173347,2023-09-16 09:00:00,accident,1,3.89,11.52,0,fog,7,5,9,False
2084,7.727972,80.919134,2024-01-15 19:00:00,accident,5,2.37,0.7,0,clear,2,0,19,True
2085,6.846702,79.963813,2023-09-25 19:00:00,accident,3,0.23,0.68,0,heavy_rain,7,0,19,True
2086,8.947755,81.803854,2024-11-23 14:00:00,traffic_jam,10,1.21,0.64,0,heavy_rain,2,5,14,True
2087,6.840728,79.958968,2024-01-03 18:00:00,accident,1,15.42,9.3,0,heavy_rain,9,2,18,True
2088,8.347914,80.085198,2024-10-21 09:00:00,flooding,7,6.64,4.52,0,storm,3,0,9,True
2089,7.056113,81.388055,2024-11-26 11:00:00,traffic_jam,1,3.0,0.57,0,fog,3,1,11,True
2090,7.818926,81.510622,2024-06-16 19:00:00,accident,7,0.84,2.71,4,clear,1,6,19,True
2091,6.854736,79.953902,2024-04-19 08:00:00,weather,2,1.86,4.37,0,heavy_rain,9,4,8,True
2092,6.909195,79.919343,2024-08-28 06:00:00,weather,9,3.76,5.83,0,heavy_rain,4,2,6,True
2093,6.902218,79.948322,2023-07-05 02:00:00,flooding,1,8.75,3.79,0,storm,2,2,2,True
2094,7.263347,80.657441,2023-11-24 13:00:00,flooding,2,8.17,10.99,0,storm,10,4,13,True
2095,6.912626,79.909731,2024-03-12 01:00:00,traffic_jam,5,1.39,3.52,0,clear,1,1,1,True
2096,8.088503,79.791524,2024-01-17 16:00:00,weather,1,3.96,0.06,0,heavy_rain,8,2,16,True
2097,6.834212,79.89701,2024-08-18 20:00:00,traffic_jam,2,1.86,0.54,0,clear,8,6,20,True
2098,6.976186,79.901082,2024-10-09 08:00:00,accident,7,2.54,0.42,2,storm,5,2,8,True
2099,8.753373,80.301048,2024-01-02 04:00:00,accident,6,1.01,0.73,10,clear,6,1,4,True
2100,6.996745,79.922944,2023-10-28 22:00:00,landslide,1,1.37,0.94,0,rain,10,5,22,True
2101,6.969465,79.832036,2024-01-18 08:00:00,traffic_jam,10,5.02,1.32,0,heavy_rain,1,3,8,True
2102,6.892767,79.959695,2023-01-30 19:00:00,traffic_jam,5,0.22,4.02,0,fog,4,0,19,True
2103,6.847575,79.939017,2023-08-23 19:00:00,accident,1,10.76,0.0,0,clear,3,2,19,True
2104,6.958771,79.853514,2024-10-14 20:00:00,weather,1,2.36,0.38,0,heavy_rain,2,0,20,True
2105,6.84353,79.836203,2023-04-07 18:00:00,weather,6,9.3,0.75,0,heavy_rain,5,4,18,False
2106,8.304787,81.710511,2024-01-08 05:00:00,traffic_jam,1,5.11,0.35,0,clear,10,0,5,True
2107,7.561045,79.960563,2024-01-29 16:00:00,accident,4,1.39,1.33,0,clear,8,0,16,True
2108,6.820069,79.960971,2024-07-03 09:00:00,weather,6,8.04,1.4,0,heavy_rain,6,2,9,False
2109,8.925683,80.530986,2023-01-17 17:00:00,traffic_jam,3,12.47,8.05,0,rain,6,1,17,True
2110,6.880332,79.840198,2023-06-05 07:00:00,accident,8,7.31,2.62,9,storm,7,0,7,True
2111,5.946956,81.584636,2023-02-07 18:00:00,weather,6,0.48,7.42,0,heavy_rain,7,1,18,True
2112,8.447344,80.545421,2024-11-04 13:00:00,road_closure,5,5.37,1.97,0,clear,10,0,13,True
2113,7.500362,80.945765,2024-09-20 06:00:00,traffic_jam,1,2.63,1.15,0,clear,5,4,6,False
2114,6.892371,79.968375,2023-06-25 19:00:00,traffic_jam,5,0.79,6.29,0,clear,4,6,19,True
2115,7.99278,81.176588,2023-12-14 19:00:00,accident,4,11.79,0.89,0,rain,5,3,19,True
2116,6.98568,79.972811,2023-12-18 01:00:00,weather,6,2.32,0.76,0,heavy_rain,2,0,1,True
2117,6.868802,79.951146,2023-08-14 13:00:00,accident,2,0.85,1.19,0,rain,2,0,13,True
2118,7.476627,81.81431,2023-10-24 08:00:00,traffic_jam,2,5.76,3.91,0,clear,8,1,8,True
2119,8.154017,81.010188,2024-11-19 01:00:00,traffic_jam,1,2.26,0.05,0,rain,10,1,1,True
2120,7.801021,81.326675,2023-12-17 03:00:00,accident,5,9.16,7.53,0,clear,1,6,3,False
2121,6.900438,79.842862,2024-02-09 09:00:00,weather,5,1.02,0.3,0,rain,1,4,9,True
2122,8.631967,81.452563,2023-05-31 09:00:00,accident,2,6.82,1.98,0,clear,2,2,9,True
2123,6.816453,79.902911,2023-08-17 10:00:00,accident,1,4.92,1.5,0,rain,10,3,10,True
2124,8.885056,81.618439,2023-04-29 05:00:00,accident,6,2.54,0.04,4,clear,10,5,5,True
2125,6.904206,79.865312,2024-08-31 17:00:00,accident,3,3.74,2.1,0,rain,2,5,17,True
2126,7.381386,80.413319,2024-01-21 08:00:00,weather,3,3.1,1.56,0,rain,7,6,8,True
2127,6.824434,79.838741,2023-04-12 17:00:00,accident,6,1.52,5.5,8,rain,10,2,17,True
2128,7.189661,81.379771,2023-07-28 11:00:00,traffic_jam,6,7.14,2.46,0,clear,8,4,11,True
2129,6.918224,79.802434,2024-09-17 02:00:00,landslide,3,1.65,1.26,0,clear,7,1,2,True
2130,7.396695,81.242226,2023-01-22 20:00:00,accident,8,1.07,0.88,2,clear,3,6,20,True
2131,6.865324,79.81799,2024-07-11 07:00:00,protest,3,0.17,1.68,0,clear,10,3,7,True
2132,6.991353,79.917333,2024-08-21 17:00:00,protest,2,0.84,0.91,0,clear,9,2,17,True
2133,8.018292,80.282945,2023-02-11 17:00:00,protest,1,2.11,7.5,0,clear,3,5,17,True
2134,6.298616,80.648639,2024-06-17 16:00:00,accident,2,1.7,0.19,0,heavy_rain,8,0,16,True
2135,7.614625,80.49844,2024-07-02 18:00:00,traffic_jam,1,11.89,7.57,0,storm,9,1,18,False
2136,8.162004,80.425113,2023-05-27 18:00:00,accident,1,0.05,6.95,0,clear,6,5,18,True
2137,6.931451,79.978019,2024-06-04 18:00:00,weather,10,0.84,6.49,0,rain,4,1,18,True
2138,8.646832,80.376375,2024-04-12 08:00:00,accident,2,0.43,2.2,0,clear,1,4,8,True
2139,6.809313,79.916468,2024-08-09 13:00:00,accident,1,2.04,1.93,0,clear,9,4,13,True
2140,6.850141,79.867699,2024-03-12 06:00:00,weather,2,2.62,0.01,0,heavy_rain,4,1,6,True
2141,8.501098,81.715135,2023-08-14 19:00:00,accident,5,0.23,0.53,0,clear,9,0,19,True
2142,6.28699,80.860601,2024-06-12 14:00:00,accident,4,0.14,6.54,0,clear,3,2,14,True
2143,6.994371,79.976728,2023-03-25 12:00:00,weather,5,0.17,4.29,0,heavy_rain,6,5,12,True
2144,7.718068,81.605751,2024-01-24 00:00:00,traffic_jam,1,7.33,16.83,0,clear,2,2,0,True
2145,6.876412,79.845882,2024-05-23 14:00:00,weather,3,6.37,0.24,0,heavy_rain,6,3,14,True
2146,6.925181,79.914086,2023-01-12 19:00:00,flooding,7,1.23,0.29,0,heavy_rain,7,3,19,True
2147,7.140938,79.938187,2024-10-06 23:00:00,accident,4,6.44,3.14,0,rain,9,6,23,False
2148,6.825579,79.97006,2024-02-09 13:00:00,traffic_jam,1,3.3,1.14,0,clear,4,4,13,True
2149,6.948065,79.979414,2023-06-28 13:00:00,accident,3,0.87,0.31,0,storm,9,2,13,True
2150,6.6809,81.298383,2024-10-01 07:00:00,accident,6,0.36,7.48,1,clear,8,1,7,True
2151,6.908404,79.891686,2023-06-19 21:00:00,accident,6,7.51,1.55,1,heavy_rain,9,0,21,True
2152,8.044505,79.743044,2024-05-22 14:00:00,road_closure,10,0.42,16.33,0,fog,4,2,14,True
2153,6.825351,81.328534,2024-11-24 12:00:00,accident,1,1.13,1.06,0,clear,10,6,12,True
2154,6.976037,79.834218,2023-02-15 14:00:00,accident,4,2.32,1.5,0,clear,9,2,14,False
2155,8.788039,79.870938,2023-11-08 08:00:00,weather,4,14.42,0.86,0,rain,4,2,8,True
2156,6.69523,80.920883,2023-12-08 20:00:00,traffic_jam,8,2.3,3.34,0,clear,6,4,20,True
2157,6.916932,79.906868,2024-09-11 18:00:00,accident,4,8.26,2.4,0,rain,9,2,18,False
2158,8.87007,80.20852,2023-01-10 19:00:00,accident,1,1.3,3.7,0,clear,5,1,19,True
2159,6.925125,79.987213,2023-06-05 07:00:00,traffic_jam,3,0.24,1.65,0,heavy_rain,2,0,7,True
2160,9.419725,79.736684,2024-07-28 17:00:00,accident,5,4.36,4.44,0,clear,6,6,17,True
2161,6.997919,79.80635,2024-01-03 05:00:00,traffic_jam,6,3.72,1.97,0,clear,3,2,5,True
2162,7.63673,81.674887,2024-09-27 14:00:00,weather,8,6.5,0.81,0,rain,1,4,14,True
2163,8.483185,81.528715,2023-10-13 17:00:00,accident,5,1.31,6.91,0,clear,10,4,17,True
2164,6.929021,79.910971,2023-03-15 19:00:00,traffic_jam,6,7.87,4.57,0,rain,3,2,19,False
2165,6.943036,79.972946,2023-02-12 17:00:00,accident,4,1.99,7.29,0,storm,6,6,17,True
2166,6.834107,81.692579,2024-04-08 19:00:00,accident,2,1.76,3.59,0,fog,7,0,19,True
2167,9.287224,81.051043,2024-04-30 20:00:00,weather,2,5.25,2.43,0,rain,7,1,20,True
2168,6.878867,79.937931,2023-06-28 18:00:00,weather,2,0.58,1.3,0,rain,4,2,18,True
2169,7.47061,81.189772,2024-11-08 12:00:00,flooding,6,18.43,2.03,0,rain,1,4,12,True
2170,6.978292,79.930886,2023-11-10 12:00:00,weather,1,0.11,3.73,0,rain,1,4,12,True
2171,6.878679,79.855145,2023-03-09 07:00:00,weather,6,2.52,2.35,0,heavy_rain,5,3,7,True
2172,6.944394,79.905801,2023-12-07 20:00:00,traffic_jam,2,0.79,4.63,0,clear,9,3,20,True
2173,7.222728,81.268757,2024-03-27 14:00:00,accident,5,13.47,2.9,0,clear,4,2,14,True
2174,6.877036,79.961783,2024-01-19 17:00:00,protest,1,2.16,2.62,0,rain,4,4,17,True
2175,8.445353,80.753282,2023-06-16 09:00:00,accident,2,3.99,6.09,0,clear,2,4,9,False
2176,7.101809,81.660758,2023-10-04 02:00:00,flooding,2,1.89,0.46,0,rain,1,2,2,True
2177,6.988675,81.706284,2023-10-27 11:00:00,traffic_jam,3,3.05,1.91,0,storm,1,4,11,True
2178,6.817641,79.807283,2023-01-03 18:00:00,accident,6,1.63,0.26,0,heavy_rain,5,1,18,True
2179,6.993751,79.839681,2024-09-11 19:00:00,weather,2,11.3,0.07,0,heavy_rain,5,2,19,True
2180,8.536639,80.363732,2023-04-05 18:00:00,traffic_jam,9,0.86,4.82,0,clear,5,2,18,True
2181,6.944565,79.818469,2023-04-28 13:00:00,flooding,5,0.76,3.54,0,rain,5,4,13,True
2182,6.972012,79.868946,2024-03-16 07:00:00,flooding,6,0.62,18.2,0,heavy_rain,5,5,7,True
2183,6.387574,81.268065,2024-03-20 23:00:00,accident,8,4.05,1.86,1,clear,3,2,23,True
2184,6.839947,79.853494,2023-03-23 10:00:00,accident,2,1.2,2.18,0,clear,3,3,10,False
2185,7.646056,80.660058,2023-06-24 19:00:00,flooding,7,2.41,9.96,0,rain,3,5,19,True
2186,6.951824,81.527613,2023-06-15 19:00:00,weather,3,8.48,2.53,0,heavy_rain,1,3,19,True
2187,6.880203,79.880129,2023-09-07 08:00:00,weather,5,4.7,1.98,0,heavy_rain,5,3,8,True
2188,6.912481,79.818096,2023-11-10 11:00:00,traffic_jam,2,4.71,5.24,0,clear,9,4,11,True
2189,6.45676,79.738989,2023-09-23 12:00:00,traffic_jam,5,4.28,0.54,0,rain,1,5,12,True
2190,6.986122,79.882817,2023-05-08 12:00:00,accident,3,2.35,0.24,0,clear,3,0,12,False
2191,6.891069,79.903381,2023-03-23 05:00:00,weather,2,1.36,1.77,0,heavy_rain,10,3,5,True
2192,6.730577,80.669583,2024-04-04 14:00:00,traffic_jam,8,1.01,1.34,0,clear,4,3,14,True
2193,8.85294,81.872919,2023-11-12 23:00:00,accident,2,1.92,2.34,0,clear,1,6,23,True
2194,8.28075,81.410918,2023-12-02 06:00:00,traffic_jam,5,1.63,0.03,0,clear,1,5,6,True
2195,6.919265,79.885266,2023-11-09 14:00:00,protest,3,4.85,4.53,0,rain,2,3,14,True
2196,6.820691,79.841256,2023-02-01 07:00:00,accident,5,3.14,5.85,0,rain,1,2,7,True
2197,6.819598,79.921616,2024-07-01 06:00:00,weather,3,0.26,2.46,0,heavy_rain,7,0,6,True
